id_bien;num_voie;voie;code_postal;surface_totale;type_local;total_piece;id_codedep_codecom
5775;72 ;BD DE STRASBOURG;31000;21.47;Appartement;1;31823
5776;64 ;RUE ERNEST RENAN;31200;32.7;Appartement;2;31831
5777;57 ;AV DES MINIMES;31200;56.49;Appartement;3;31802
5778;216 B;RTE DE NARBONNE;31400;83.98;Maison;4;31838
5779;6 ;RUE PERCHEPINTE;31000;31.71;Appartement;2;31815
5780;37 ;ALL DE BRIENNE;31000;37.33;Appartement;2;31827
5781;17 ;RUE EDMOND ROSTAND;31200;78.88;Appartement;4;31831
5782;7 ;RUE CLAUZEL;31500;30.1;Appartement;1;31806
5783;11 ;BD LAZARE CARNOT;31000;70.37;Appartement;2;31820
5784;46 ;BD DE SUISSE;31200;44.1;Appartement;2;31801
5785;26 ;AV JEAN CHAUBET;31500;58.68;Appartement;3;31807
5786;9 ;RUE BOULBONNE;31000;21.68;Appartement;1;31819
5787;26 ;RUE CERVANTES;31200;74.88;Appartement;4;31829
5788;10 ;RUE PAUL VERLAINE;31200;51.75;Appartement;3;31830
5789;22 ;CHE CORDEAU;31200;60.33;Appartement;3;31830
5790;8 ;RUE DU GENERAL GIRAUD;31200;66.84;Appartement;2;31831
5791;2 ;SQ LUCIEN BERET;31200;70.33;Appartement;3;31829
5792;61 ;RTE DE PARIS;31140;48.38;Appartement;2;31022
5793;61 ;CHE DE LAFILAIRE;31500;66.89;Appartement;4;31808
5794;41 ;RUE PAUL VALERY;31200;32.45;Appartement;2;31831
5795;12 ;RUE ESCOUSSIERES MONTGAILLARD;31000;17.78;Appartement;1;31815
5796;292 ;AV DE FRONTON;31200;66.75;Appartement;3;31830
5797;75 ;BD MATABIAU;31000;13.91;Appartement;1;31823
5798;4 ;BD DES PLATANES;31400;26;Appartement;1;31813
5799; 0; CHARLARY;31180;42.31;Appartement;2;31462
5800;12 B;CHE DU SEMINAIRE;31200;32.81;Appartement;2;31830
5801;238 ;AV JEAN RIEUX;31500;63.77;Appartement;3;31836
5802;49 ;IMP DE LA BARAQUETTE;31400;67.81;Appartement;3;31809
5803;9 ;RUE CLAUDE GONIN;31400;63.94;Appartement;3;31837
5804;31 ;RUE DENFERT ROCHEREAU;31000;34.95;Appartement;2;31822
5805;4 ;RUE ANNA POLITKOVSKAIA;31200;29.03;Appartement;1;31801
5806;12 ;IMP DU BARON;31200;85.61;Appartement;4;31830
5807;292 ;AV DE FRONTON;31200;101.41;Appartement;4;31830
5808;8 ;RUE PIERRE SALIES;31000;21.14;Appartement;1;31826
5809;1 ;RUE JEAN GOUJON;31500;31.6;Appartement;1;31807
5810;4 ;RUE ANNA POLITKOVSKAIA;31200;19.12;Appartement;1;31801
5811;1 B;RUE SAINTE CATHERINE;31400;11.78;Appartement;1;31813
5812;2 ;IMP PIERRE MAURAND;31500;98.39;Appartement;5;31836
5813;34 ;RUE ESTIEU;31500;64.08;Appartement;3;31805
5814;14 ;ALL DU BAC;31150;126.93;Maison;5;31205
5815;14 ;RUE DE NAPLES;31500;68.74;Appartement;4;31804
5816;1 ;ALL NYMPHEAS;31240;44.09;Appartement;2;31561
5817;36 ;IMP ST FELIX;31400;42.78;Appartement;2;31810
5818;37 B;AV HONORE SERRES;31000;63.76;Appartement;2;31826
5819;292 ;AV DE FRONTON;31200;39.83;Appartement;2;31830
5820;3 ;RUE THOMAS EDISON;31400;20.23;Appartement;1;31839
5821;3 ;RUE LAFAILLE;31000;57.59;Appartement;3;31822
5822;2 ;ALL DES JASMINS;31520;83;Appartement;4;31446
5823;12 ;BD DE STRASBOURG;31000;75.7;Appartement;4;31822
5824;12 ;RUE BROUARDEL;31000;37.03;Appartement;2;31827
5825;50 B;RUE DES ROSEAUX;31400;25.24;Appartement;1;31838
5826;2 ;IMP DES HORTENSIAS;31200;51.55;Appartement;4;31830
5827;27 ;CHE DES BARRIERES;31780;60.24;Appartement;3;31116
5828;45 ;RUE DES TOURNEURS;31000;85.66;Appartement;4;31818
5829;7 ;RUE GUGLIELMO MARCONI;31400;58.09;Appartement;3;31809
5830;4 ;RUE ANTOINE DE GARGAS;31500;63.94;Appartement;3;31836
5831;9 ;RUE DES ROSES;31500;72.84;Appartement;4;31807
5832;6 ;RUE AUFRERY;31500;42.68;Appartement;2;31807
5833;54 ;RUE BAYARD;31000;33.5;Appartement;1;31822
5834;21 ;RUE BERNARD MULE;31400;16.72;Appartement;1;31809
5835;47 ;BD RIQUET;31000;70.35;Appartement;3;31821
5836;9001 ;ALL DE CHARLARY;31180;32.43;Appartement;1;31462
5837;155 ;CHE DE LANUSSE;31200;47.52;Appartement;3;31831
5838;9 ;RUE DES VIGNES;31780;62.27;Appartement;3;31116
5839;4 ;RUE DES GALLOIS;31400;85.02;Appartement;4;31813
5840;14 ;RUE ANDRE CLAROUS;31200;60.28;Appartement;3;31830
5841;6 ;RUE RIMBAUD;31240;27.67;Appartement;1;31488
5842;269 ;AV DE FRONTON;31200;67.49;Appartement;3;31830
5843;6 ;IMP DE LA BUISSAIE;31140;98.57;Appartement;4;31022
5844;43 ;RUE DE L INDUSTRIE;31000;17.57;Appartement;1;31821
5845;18 ;RUE LEFRANC DE POMPIGNAN;31400;98.26;Appartement;5;31839
5846;7 ;RUE RASPAIL;31400;50.31;Appartement;2;31810
5847;11 ;RUE RIQUET;31000;86.13;Appartement;3;31821
5848;28 ;CHE DU COIN DE LA MOURE;31500;68;Appartement;4;31808
5849;20 ;RUE SAINTE ANNE;31000;97.05;Appartement;3;31815
5850;160 ;RUE DU FAUBOURG BONNEFOY;31500;22.24;Appartement;2;31805
5851;5 ;RUE DE L'ARGONNE;31500;64.18;Appartement;4;31835
5852;1 ;RES LES CHAUMES;31520;28.59;Appartement;1;31446
5853;5 ;AV DE LA MARCAISSONNE;31400;57.1;Appartement;3;31836
5854;13 ;RUE DU PRINTEMPS;31000;39.46;Appartement;2;31823
5855;30 ;RUE DES SALENQUES;31000;30.45;Appartement;1;31826
5856;34 B;RUE DU PRINTEMPS;31000;35.69;Appartement;2;31823
5857;13 ;ALL DES VIOLETTES;31520;63.82;Appartement;3;31446
5858;112 ;AV JEAN RIEUX;31500;45.72;Appartement;2;31810
5859;22 ;RUE CUJAS;31000;63.06;Appartement;3;31818
5860;46 ;RUE DEVIC;31400;57.31;Appartement;3;31811
5861;1 ;PL SAINTES SCARBES;31000;44.5;Appartement;2;31815
5862;7 ;RUE GEORGES DE BUFFON;31130;52.08;Appartement;3;31044
5863;7 ;PL COMMERCIALE JOLIMONT;31500;32.22;Appartement;2;31806
5864;5 ;RUE DES POTIERS;31000;45.29;Appartement;2;31815
5865;145 ;RUE EDMOND ROSTAND;31200;68.25;Appartement;3;31831
5866;75 ;RUE ERNEST RENAN;31200;32.59;Appartement;2;31830
5867;46 ;CHE DU BOIS DE SAGET;31240;42.09;Appartement;2;31488
5868;2 ;RUE CHARLES D AYGUESVIVES;31140;49.79;Appartement;2;31186
5869;44 ;RUE SAINT JOSEPH;31400;47.64;Appartement;2;31814
5870;12 ;RUE D'ARCACHON;31200;54.44;Appartement;3;31803
5871;36 ;AV LEON BLUM;31500;54.04;Appartement;3;31834
5872;13 B;RUE EUGENE LOZES;31500;122.89;Appartement;5;31807
5873;79 ;RUE DU FERETRA;31400;51.36;Appartement;3;31812
5874;110 ;RUE DU GENERAL BOURBAKI;31200;18.07;Appartement;1;31802
5875;96 ;CHE DES FONTANELLES;31500;37.2;Appartement;2;31835
5876;11 ;RUE COLUCHE;31130;43.84;Appartement;2;31044
5877;18 ;RUE ALEXANDRE FOURTANIER;31000;76.1;Appartement;3;31820
5878;40 ;PL DES CARMES;31000;115.29;Appartement;3;31816
5879;39 ;RUE DE LA CONCORDE;31000;56.52;Appartement;3;31823
5880;15 ;BD LASCROSSES;31000;78.45;Appartement;4;31826
5881;81 ;RTE DE PECHBONNIEU;31780;91.62;Appartement;4;31116
5882;68 ;RUE ERNEST RENAN;31200;47.45;Appartement;2;31831
5883;96 ;RUE DE CHAUSSAS;31200;55.39;Appartement;3;31802
5884;47 ;CHE DE PELLEPORT;31500;67.06;Appartement;4;31834
5885;7 ;RUE RAYMOND BOULOGNE;31500;71.12;Appartement;3;31836
5886;18 ;RUE DES MOULINS;31000;55.51;Appartement;2;31816
5887;11 ;RUE DE L INDUSTRIE;31000;85.61;Appartement;4;31821
5888;55 ;BD DES MINIMES;31200;74.31;Appartement;3;31803
5889;20 ;RUE DES QUETEURS;31000;22.67;Appartement;1;31826
5890;96 ;RUE DU GENERAL BOURBAKI;31200;67.25;Appartement;4;31802
5891;4 ;RUE DES SOURCES;31520;77.3;Appartement;4;31446
5892;126 ;CHE DES BOURDETTES;31140;86.75;Appartement;4;31022
5893;12 ;RUE AUGUSTE GRANIER;31000;97.98;Appartement;4;31827
5894;5 ;RUE DU PETIT CASTELET;31200;66.47;Appartement;4;31831
5895;89 ;AV DE FRONTON;31200;72.63;Appartement;2;31830
5896;214 ;AV RAYMOND NAVES;31500;33.22;Appartement;2;31836
5897;75 ;CHE DE MALEPERE;31400;92.24;Maison;4;31837
5898;25 ;RUE DU BOSC;31150;42.13;Appartement;2;31182
5899;40 T;RUE DU PRINTEMPS;31000;123.99;Appartement;3;31823
5900;9 ;RUE DES QUATRE BILLARDS;31000;17.75;Appartement;1;31816
5901;2 B;RUE DU MAY;31000;12.75;Appartement;1;31818
5902;32 ;RUE DU JAPON;31400;52.76;Appartement;3;31814
5903;7 B;IMP ANDRE MARFAING;31400;18.79;Appartement;1;31839
5904;124 ;CHE CASTOR;31140;96.68;Maison;5;31282
5905;49 ;CHE DE LA GARONNE;31200;74;Appartement;4;31829
5906;5 ;RUE MICHEL DE MONTAIGNE;31200;82.33;Maison;4;31802
5907;35 ;BD LAZARE CARNOT;31000;74.11;Appartement;3;31820
5908;2 ;ALL ANITA CONTI;31520;66.37;Appartement;3;31446
5909;22 ;RUE MAGE;31000;51.01;Appartement;2;31815
5910;3 ;IMP CANTEGRIL;31140;76.85;Maison;4;31022
5911;176 ;AV DE LA GLOIRE;31500;87.83;Appartement;5;31835
5912;4 ;RUE LEOPOLD SEDAR SENGHOR;31520;43.44;Appartement;2;31446
5913;7 ;CHE DU PRAT LONG;31200;62.1;Appartement;3;31829
5914;1 ;ALL NYMPHEAS;31240;68.92;Appartement;3;31561
5915;35 B;RUE GABRIEL PERI;31000;85.96;Appartement;3;31821
5916;6 ;ALL DU TREZEGAT;31780;79.86;Appartement;4;31116
5917;5 ;IMP JEAN DELFOUR;31400;78.2;Appartement;4;31811
5918;27 ;RUE JOSEPH HUBERT;31130;64.1;Appartement;4;31044
5919;11 ;RUE DES RENFORTS;31000;56.24;Appartement;3;31816
5920;10 ;RUE DE CHATEAUDUN;31000;15.55;Appartement;1;31823
5921;34 ;RUE DU BOSC;31150;43.28;Appartement;2;31182
5922;2 ;CHE DU BARRUS;31180;101.9;Appartement;4;31462
5923;48 ;RUE DU TAUR;31000;18.81;Appartement;1;31824
5924;113 ;CHE LINIERES;31200;57.61;Appartement;3;31803
5925;1 ;AV DE L'ANCIEN VELODROME;31000;62.39;Appartement;3;31827
5926;8 ;RTE DE MONS;31130;100.93;Maison;5;31184
5927;26 ;AV LEON BLUM;31500;88.22;Appartement;6;31834
5928;8 ;RUE CECILE BRUNSCHVICG;31200;46.69;Appartement;2;31801
5929;31 ;AV EMILE DEWOITINE;31200;41.48;Appartement;2;31802
5930;26 ;RUE DES CONSULS;31300;38.29;Appartement;2;31828
5931;37 B;AV ETIENNE BILLIERES;31300;18.11;Appartement;1;31828
5932;178 ;RUE GASTON DOUMERGUE;31170;46.59;Appartement;2;31557
5933;5 ;ALL DE PIERREDON;31770;64.97;Appartement;3;31149
5934;6 ;RTE DE SAINT SIMON;31100;83.1;Appartement;4;31841
5935;19 ;RUE ISAAC NEWTON;31700;49.61;Appartement;2;31069
5936;9 ;RUE GEORGES GAY;31700;66.36;Appartement;3;31069
5937;75 ;RUE DES ARCS ST CYPRIEN;31300;65.6;Appartement;3;31828
5938;4 ;IMP DE LISIEUX;31300;22.19;Appartement;1;31844
5939;31 ;CHE VOUET;31100;56.03;Appartement;3;31840
5940;13 ;ALL D'ANCELY;31300;104;Appartement;5;31846
5941;15 ;RUE GUSTAVE FLAUBERT;31340;62.52;Appartement;3;31584
5942;7 ;ALL GABRIELLE DE COIGNARD;31100;20.99;Appartement;1;31843
5943;3 ;AV HENRI MARTIN;31770;40.49;Appartement;2;31149
5944;16 ;PL ROGUET;31300;24.63;Appartement;1;31828
5945;20 ;CHE DE MOUNESTIE;31840;78;Appartement;4;31032
5946;20 ;AV DU GENERAL DE GAULLE;31700;56.71;Appartement;3;31069
5947;36 ;RUE DE CEZEROU;31270;47.8;Appartement;2;31157
5948;1 ;RUE JAUFRE RUDEL;31300;24.35;Appartement;1;31846
5949;5 ;IMP OCTAVE SAGE;31100;114.81;Maison;5;31841
5950;1 ;RUE SAINT JACQUES;31330;53.49;Appartement;2;31232
5951;3 B;RUE WOLFGANG MOZART;31880;81.34;Maison;4;31526
5952;9000 ;CHE DE BORDENEUVE;31700;44.1;Appartement;2;31351
5953;12 ;BD ALAIN SAVARY;31170;79.49;Appartement;4;31557
5954;815 ;CHE DU BUGUET;31620;100;Maison;4;31202
5955;1 ;RPT HENRY DUNANT;31170;38.46;Appartement;2;31557
5956;8 ;RUE CIMETIERE ST CYPRIEN;31300;26.59;Appartement;1;31828
5957;14 ;CHE DU TOURRET;31330;85.3;Maison;4;31232
5958;11 ;RUE METAIRIE FOCH;31330;79.86;Maison;4;31232
5959;5 ;RUE ELLA MAILLART;31300;34.36;Appartement;2;31844
5960;1 ;ALL DES CAUSSES;31300;67.61;Appartement;3;31846
5961;10 ;RUE BERTHY ALBRECHT;31300;64.01;Appartement;3;31845
5962;1 ;RUE VESTREPAIN;31100;85.28;Appartement;4;31842
5963;6 ;RUE DE BRUXELLES;31100;63.31;Appartement;4;31840
5964;40 ;ALL D'ANCELY;31300;66;Appartement;4;31846
5965;34 ;RUE DU MEDECIN COL CALBAIRAC;31100;47.12;Appartement;2;31840
5966;21 ;RUE DES ROSSIGNOLS;31700;74.33;Appartement;3;31056
5967;1 ;IMP TONY PONCET;31300;52.21;Appartement;2;31846
5968;4 ;RUE ERNEST DUFER;31300;49.47;Appartement;2;31844
5969;8 ;RUE JEAN MOULIN;31340;32.87;Appartement;2;31584
5970;10 ;CHEM ANDRE MESSAGER;31100;80;Appartement;4;31840
5971;390 ;RTE DE SAINT SIMON;31100;50.22;Appartement;2;31842
5972;1 ;RUE MIREILLE SORGUE;31100;52.31;Appartement;3;31840
5973;31 ;RUE DE GIRONIS;31100;26.04;Appartement;1;31840
5974;19 ;AV HENRI MARTIN;31770;41.83;Appartement;2;31149
5975;14 ;AV DU GENERAL DE GAULLE;31700;30.14;Appartement;2;31069
5976;174 ;AV DE CASSELARDIT;31300;23.61;Appartement;1;31846
5977;175 ;CHE DE LA DOUCE DAME;31660;104.56;Maison;5;31066
5978;4 ;AV PIERRE MENDES FRANCE;31320;46.64;Appartement;2;31113
5979;72 B;AV SALVADOR ALLENDE;31320;78.83;Appartement;3;31113
5980;14 ;AV DU DOCTEUR LOUIS DELHERM;31320;73.05;Appartement;4;31113
5981;1 B;RUE DE BELFORT;31290;35;Appartement;2;31582
5982;72 B;AV SALVADOR ALLENDE;31320;52.13;Appartement;2;31113
5983;2 ;IMP BARUCH SPINOZA;31560;63.54;Appartement;3;31396
5984;3 ;CHE GLEYSES;31670;83.27;Appartement;4;31254
5985;53 ;AV DE SOREZE;31250;18.8;Appartement;1;31451
5986;101 ;AV DU LAURAGAIS;31320;43.31;Appartement;2;31113
5987;3 ;RUE PABLO NERUDA;31650;44.34;Appartement;2;31506
5988;34 ;RUE DES NOBLES;31570;106.57;Maison;3;31271
5989;45 ;AV DE TOULOUSE;31320;19.39;Appartement;1;31113
5990;18 ;AV AIGNAN CARRIERE;31120;65.85;Appartement;3;31259
5991;4 ;RUE DES MURIERS;31650;80.89;Appartement;4;31506
5992;162 ;RUE PRIVAT;31660;40.51;Appartement;2;31066
5993;58 ;AV DU LAURAGAIS;31320;103.66;Appartement;4;31113
5994;2 ;RUE DE LA SABOTERIE;31650;45.14;Appartement;2;31506
5995;1 ;ALL DE LA CLAIRIERE;31650;63.31;Appartement;3;31506
5996; 0;AV DE FALGARDE;31120;44.48;Appartement;2;31259
5997;19 ;MAIL DE LA COCAGNE;31320;90.15;Maison;4;31035
5998;51 ;ALL CAMPFERRAN;31320;107.05;Maison;5;31035
5999;94 ;CHE DU PECH;31750;67.49;Maison;3;31169
6000;79 ;CHE VERT;31380;70;Maison;3;31358
6001;41 ;RUE DU PASTEL;31120;37.29;Appartement;2;31259
6002;1 ;IMP DU TERTRE;31320;101.52;Maison;4;31113
6003;1 ;RUE VALETTE;31450;68.85;Appartement;3;31429
6004;19 ;RUE DES LAURIERS;31650;49.66;Appartement;2;31506
6005;162 ;RUE PRIVAT;31660;40.44;Appartement;2;31066
6006; 0;CHE CELESTIN ANDUZE;31450;80.48;Maison;4;31048
6007;1 ;IMP LES JARDINS OCCITANS;31450;46.36;Appartement;2;31429
6008;7 ;RUE DE NAZAN;31650;64.5;Appartement;3;31506
6009;1 ;RUE DE LA FONTASSE;31560;41.68;Appartement;2;31396
6010;2 ;AV PIERRE MENDES FRANCE;31320;46.27;Appartement;2;31113
6011;5 ;RUE DE L'OCCITANIE;31750;38.88;Appartement;2;31169
6012;30 ;RUE DES SPORTS;31650;66.78;Appartement;3;31506
6013;51 ;ALL CAMPFERRAN;31320;87.98;Appartement;5;31035
6014;2 ;RUE MARIE CURIE;31650;86.24;Appartement;4;31506
6015;5 ;MAIL DU PASTEL;31320;43.42;Appartement;2;31035
6016;4 ;RUE DEMOISELLES DE GASCOGNE;31270;36.46;Appartement;2;31203
6017;3 ;RUE DAUMESNIL;32000;54;Appartement;2;32013
6018; 0;RUE DE L ESPLANADE;32100;83.28;Maison;4;32107
6019;5 ;AV HENRI IV;32150;24.21;Appartement;1;32096
6020;3 ;ALL JOSEPH GESTA;32000;39;Appartement;2;32013
6021;49 ;CHE DE BARON;32000;55.45;Appartement;3;32013
6022;5 ; RUE DE L ARCEAU;32200;65.6;Appartement;3;32147
6023;11 ;RUE CYRIL CAIRE;32600;40.42;Appartement;2;32160
6024;4 ;RUE JEAN JAURES;32600;43.29;Appartement;2;32160
6025;29 ;AV DES LANDES;32150;19.33;Appartement;1;32096
6026;5906 ;RUE DU VERT GALANT;32150;27;Appartement;1;32096
6027;94 ;AV DE LA 1ERE ARMEE FRANCAISE;32000;34.15;Appartement;2;32013
6028;250 ;RTE DU MOULLE;32150;23;Appartement;1;32096
6029;56 ;RUE DU VELODROME;33200;82.19;Appartement;5;33063
6030;24 ;ALL DES ACACIAS;33160;71.34;Maison;3;33376
6031;10 ;RUE ANNA DE NOAILLES;33290;22.39;Appartement;2;33312
6032;45 ;RUE JEAN JAURES;33160;32.08;Appartement;1;33449
6033;50 B;RUE DES LIEGES;33200;48.17;Maison;3;33063
6034;178 ;RUE STEHELIN CAUD;33200;82.42;Appartement;4;33063
6035;75 ;RUE DE BEL ORME;33000;56.96;Appartement;2;33063
6036;9 ;RUE DE BELFORT;33160;51.4;Appartement;2;33449
6037;16 ;RUE JEAN COUDANNE;33200;125.09;Appartement;4;33063
6038;26 ;RUE BONGRAND;33000;18.52;Appartement;1;33063
6039;2 ;RUE JEAN ARTUS;33300;70.68;Appartement;3;33063
6040;17 ;RUE DES HIRONDELLES;33520;86.3;Maison;4;33075
6041;44 ;RUE DE LISLEFERME;33000;38.26;Appartement;1;33063
6042;9 ;RUE NOTRE DAME;33000;110.13;Appartement;5;33063
6043;6 ;BD DE LA PLAGE;33680;26.64;Appartement;1;33214
6044;9058 ;RES LES PINS;33680;20.71;Appartement;1;33214
6045;27 ;AV MARYSE BASTIE;33520;81.5;Appartement;4;33075
6046;25 ;RUE MATIGNON;33000;23.28;Appartement;1;33063
6047;3 ;RUE SIMONE VEIL;33290;43.69;Appartement;2;33312
6048;44 ;RUE GRANGENEUVE;33000;67.25;Appartement;3;33063
6049;22 ;RUE BOUDET;33000;22.8;Appartement;1;33063
6050;345 ;AV D EYSINES;33110;35.46;Appartement;1;33069
6051;105 ;RUE JUDAIQUE;33000;39.7;Appartement;1;33063
6052;9001 ;RES FRONT DE MER;33680;36.33;Appartement;2;33214
6053;8 ;RUE SAINTE THERESE;33000;101.23;Appartement;4;33063
6054;17 ;RUE CLERAMBAULT;33200;137.73;Maison;4;33063
6055;178 ;RUE STEHELIN CAUD;33200;79.7;Appartement;4;33063
6056;26 ;ALL DU BOSQUET;33520;42.57;Appartement;2;33075
6057;19 ;RUE FREDERIC BENTAYOUX;33300;74.02;Appartement;3;33063
6058;90 ;AV D ARES;33000;17.62;Appartement;1;33063
6059;30 ;ALL HAUSSMANN;33300;43.15;Appartement;2;33063
6060;33 ;RUE DE LA MORANDIERE;33185;70.14;Appartement;3;33200
6061;73 ;RUE CAMILLE GODARD;33000;29.46;Appartement;2;33063
6062;11 ;RUE CAGE VERTE CAUD;33200;77.46;Appartement;4;33063
6063;181 ;AV DE SAINT MEDARD;33320;63.63;Appartement;3;33162
6064;6 ;RUE DE LA VILLE MIRMONT;33000;46.2;Appartement;3;33063
6065;3 ;RES LES HAMEAUX DU GOLF;33680;24.44;Appartement;1;33214
6066;4 ;RUE DES FLEURS;33320;87.87;Maison;4;33162
6067;44 ;RUE RODRIGUE PEREIRE;33000;68.07;Appartement;3;33063
6068;9002 ;RES BLEU MARINE;33680;24.33;Appartement;2;33214
6069;11 ;AV RAYMOND MANAUD;33520;28.86;Appartement;1;33075
6070;100 ;RUE DE LASEPPE;33000;48.22;Appartement;2;33063
6071;17 ;RUE DES HIRONDELLES;33520;96.29;Maison;4;33075
6072;131 ;AV DU MEDOC;33320;45.52;Appartement;2;33162
6073;9002 ;RES BLEU MARINE;33680;25.15;Appartement;2;33214
6074;10 ;AV DU MAL DES LOGIS GARNUNG;33680;34.05;Appartement;2;33214
6075;98 ;RUE DE SOISSONS;33000;27.85;Appartement;2;33063
6076;145 ;AV CHARLES DE GAULLE;33520;57.64;Appartement;3;33075
6077;63 ;AV DE VERDUN;33200;78.91;Maison;3;33063
6078;16 ;RUE LAPORTE CAUD;33200;62.18;Appartement;4;33063
6079;53 ;RUE DE TURENNE;33000;67.83;Appartement;3;33063
6080;1827 ;HAM LA CHENAIE;33680;120.02;Maison;3;33214
6081;12 ;ALL DES TOURBIERES;33290;62.47;Maison;3;33312
6082;85 ;AV DE LA LIBERATION;33110;36.23;Appartement;2;33069
6083;10 ;ALL DE HAUTE GRAVE;33160;46.09;Appartement;2;33376
6084;8 ;RUE DES CYPRES CHAUVES;33290;65.37;Maison;3;33312
6085;6 ;RUE DE LEYBARDIE;33300;84.9;Appartement;3;33063
6086;48 ;RUE FRANCOIS MITTERRAND;33290;68.54;Appartement;3;33256
6087;357 ;AV D EYSINES;33110;57.38;Maison;2;33069
6088;9 ;RUE MARS;33185;74.24;Maison;4;33200
6089;30 ;ALL HAUSSMANN;33300;62.35;Appartement;3;33063
6090;9208 ;RES LE BAGANAIS;33680;35.98;Maison;2;33214
6091;28 ;AV ANDRE REINSON;33300;64.5;Appartement;3;33063
6092;2 ;RUE DURANTEAU;33000;28.83;Appartement;2;33063
6093;5 ;RUE LEOPOLD LAPLANTE;33520;62.23;Maison;3;33075
6094;212 ;RUE JUDAIQUE;33000;50.87;Appartement;2;33063
6095;21 ;ALL DES TOURBIERES;33290;61.85;Appartement;3;33312
6096;62 ;AV DU MEDOC;33480;79.7;Maison;3;33297
6097;30 ;AV RAYMOND MANAUD;33520;55;Appartement;2;33075
6098;8 ;RUE DE LA MAISON DES JEUNES;33320;62.53;Appartement;3;33519
6099;3 ;RUE LUFLADE;33000;58.22;Appartement;3;33063
6100;90 ;RUE DU VELODROME;33200;83.38;Appartement;4;33063
6101;71 ;CRS BALGUERIE STUTTENBERG;33300;31.86;Appartement;1;33063
6102;32 ;IMP SAINT AMAND;33200;134.59;Appartement;4;33063
6103;5 ;RUE DES ECOLES;33290;57.88;Appartement;3;33312
6104;17 ;RUE PRUNIER;33300;154.23;Appartement;6;33063
6105;73 ;RUE DU MONTALIEU;33320;43.69;Appartement;2;33162
6106;1429 ;HAM TOURNESOL;33680;64.09;Maison;3;33214
6107;9024 ;RES DU LAC;33680;73.55;Maison;4;33214
6108;224 ;AV EYSINES CAUD;33200;58.98;Appartement;3;33063
6109;9002 ;RES BLEU MARINE;33680;27.08;Appartement;2;33214
6110;2415 ;HAM LA BOUCANE;33680;78.78;Maison;4;33214
6111;27 ;AV MARYSE BASTIE;33520;66.74;Appartement;3;33075
6112;1 A;RUE MAURICE RAVEL;33185;64;Appartement;3;33200
6113;13 ;RUE DU COUVENT;33000;87.51;Appartement;3;33063
6114;9015 ;ALL DE LA SOURCE;33320;90.6;Maison;4;33519
6115;9058 ;RES DU GOLF;33680;29.5;Maison;1;33214
6116;169 ;RUE NAUJAC;33000;52.41;Appartement;2;33063
6117;16 B;RUE BARADA;33000;28.4;Appartement;2;33063
6118;4 ;RUE SAINT JOSEPH;33000;44.96;Appartement;1;33063
6119;108 B;CRS SAINT LOUIS;33300;41.53;Appartement;2;33063
6120;15 ;RUE DES LENDEMAINS;33300;47.71;Appartement;2;33063
6121;1 ;AV NORBERT GERBAUD;33480;58.25;Appartement;3;33104
6122;6 ;BD DE LA PLAGE;33680;26.69;Appartement;1;33214
6123;4 ;RUE LAFAYETTE;33000;28.77;Appartement;1;33063
6124;15 ;RUE HENRI MARTIN;33160;77.48;Appartement;4;33449
6125;2 ;RUE DES GIRONDINS;33110;57.99;Appartement;3;33069
6126;10 ;RES LES CIGALINES;33680;30.52;Maison;3;33214
6127;9 ;RUE DUCAU;33000;129.53;Appartement;5;33063
6128;22 ;RUE DU MAL LECLERC;33290;60.53;Appartement;3;33056
6129;30 ;RUE JACQUES PREVERT;33110;38.88;Appartement;1;33069
6130;71 ;RES HORIZON MARIN;33680;41.51;Appartement;3;33214
6131;9013 ;RES TERRASSES DE L ATLANTIQUE;33680;33.7;Appartement;2;33214
6132;328 ;RUE PASTEUR;33200;52.79;Appartement;2;33063
6133;32 ;SEN DES RADOUBS;33300;80.91;Appartement;4;33063
6134;108 B;CRS SAINT LOUIS;33300;40.41;Appartement;2;33063
6135;46 ;RUE BARREYRE;33300;118.06;Appartement;4;33063
6136;25 ;AV MARYSE BASTIE;33520;78.37;Appartement;4;33075
6137;55 ;RES LES JARDINS DE LA PINEDE;33680;28.41;Maison;2;33214
6138;66 ;RUE ALBERT PITRES;33000;33.62;Appartement;2;33063
6139;1 ;BD DE LA PLAGE;33680;29.77;Appartement;2;33214
6140;208 ;RUE DE L ECOLE NORMALE CAUD;33200;21.72;Appartement;1;33063
6141;108 B;CRS SAINT LOUIS;33300;34.62;Appartement;2;33063
6142;144 ;RUE DES ORANGERS;33200;61.58;Appartement;3;33063
6143;1 ;AV NORBERT GERBAUD;33480;59.71;Appartement;3;33104
6144;3 ;VOIE JEAN FERRAT;33160;37.24;Appartement;2;33449
6145;194 ;AV DU MEDOC;33320;63.43;Appartement;3;33162
6146;22 ;RUE DU MAL LECLERC;33290;68;Appartement;3;33056
6147;127 ;CRS DU MEDOC;33300;78.51;Appartement;5;33063
6148;15 ;RUE DES FRERES LUMIERE;33320;53.44;Appartement;3;33162
6149;97 ;RUE GOYA;33000;44.04;Appartement;2;33063
6150;25 ;RUE AUSONE;33520;40.62;Appartement;2;33075
6151;4 ;AV JULES FERRY;33680;23.75;Appartement;1;33214
6152;11 ;ALL DES ACACIAS;33160;69.22;Appartement;3;33376
6153;25 ;RUE AUSONE;33520;40.9;Appartement;2;33075
