id_bien;num_voie;voie;code_postal;surface_totale;type_local;total_piece;id_codedep_codecom
13481;5 ;RUE BENJAMIN RASPAIL;60100;24.14;Appartement;1;60175
13482;13 ;ALL VAN GOGH;60100;63.79;Appartement;4;60175
13483;10 ;RUE GAMBETTA;60180;68.42;Appartement;3;60463
13484;10 ;ALL DES GLAILLEULS;60870;75.13;Maison;4;60684
13485;122 ;RUE PIERRE DESPROGES;60230;116.8;Maison;4;60139
13486;61 ;RUE DE LA CHEVALERIE;60230;79.84;Appartement;3;60139
13487;9 ;SQ ETIENNE JODELLE;60270;99.26;Maison;5;60282
13488;6 ;RUE DR LAPORTE;60128;121.98;Appartement;3;60494
13489;2 ;RUE GEORGES CLEMENCEAU;60800;54.86;Appartement;3;60176
13490;64 ;RUE ETIENNE DOLET;60100;102.55;Appartement;4;60175
13491;2 ;PL DE LA REPUBLIQUE;60800;20.77;Appartement;2;60176
13492;10 B;RUE MAURICE BERTEAUX;60100;28.94;Appartement;2;60175
13493;1 ;RUE POIDEVIN;60700;46.8;Appartement;4;60509
13494;6 B;RUE DE LA TUILERIE;60180;52.01;Appartement;3;60463
13495;21 ;RUE DE LA FAISANDERIE;60500;103.92;Appartement;4;60141
13496;9 ;RUE DU LONG FILET;60300;24.77;Appartement;1;60612
13497;5 ;RUE DU PONT NEUF;61000;14.2;Appartement;0;61001
13498;76 ;RUE DE MESSEI;61100;64.23;Appartement;3;61169
13499;9015 ;AV DU MAL DE TESSE;61140;27.64;Appartement;1;61483
13500;16 ;AV DU DOCTEUR JOLY;61140;59.08;Appartement;3;61483
13501;12 ;AV DU PRESIDENT WILSON;61000;47.05;Appartement;2;61001
13502;6 ;RUE PIQUET;61000;54.4;Appartement;3;61001
13503;76 ;PL GRAND PLACE;62000;45.5;Appartement;2;62041
13504;13 ;RUE DES CAPUCINS;62000;71.95;Appartement;2;62041
13505;35 ;RUE RAOUL BRIQUET;62217;38.77;Appartement;2;62004
13506;3 ;RUE DU BLOC;62000;22.98;Appartement;1;62041
13507;4 ;RUE DU MONT DE PIETE;62000;40.91;Appartement;2;62041
13508;510 ;RUE MEDIOLANAISE;62223;74.6;Appartement;3;62764
13509;101 ;RUE SAINT AUBERT;62000;17.66;Appartement;1;62041
13510;5001 F;RES OPALE;62300;48.02;Appartement;2;62291
13511;5 ;RUE ST MAURICE;62000;32.45;Appartement;2;62041
13512;2 ;RUE DU MOULINET;62000;32.94;Appartement;2;62041
13513;10 ;RUE JEAN JAURES;62223;46.15;Appartement;2;62037
13514;41 ;RUE DE CAMBRAI;62000;48;Appartement;2;62041
13515;35 ;BD CARNOT;62000;59.06;Appartement;3;62041
13516;18 ;AV FERNAND LOBBEDEZ;62000;19.41;Appartement;1;62041
13517;36 ;RUE BOCQUET FLOCHEL;62000;18.42;Appartement;1;62041
13518;6 ;BD FAIDHERBE;62000;61.5;Appartement;3;62041
13519;8 T;BD DE LA LIBERTE;62000;56.56;Appartement;3;62041
13520;16 ;RUE ROBESPIERRE;62217;48.35;Appartement;2;62099
13521;3 ;RUE DU BLOC;62000;22.64;Appartement;1;62041
13522;15 ;RUE NUNGESSER ET COLI;62000;33.04;Appartement;2;62041
13523;85 ;RUE EMILE ZOLA;62000;21;Appartement;2;62041
13524;16 ;RUE ROBESPIERRE;62217;82.64;Maison;4;62099
13525;5 ;BD DE STRASBOURG;62000;37.25;Appartement;2;62041
13526;16 T;RUE OZANAM;62000;18.32;Appartement;1;62041
13527;12 ;RUE LUCIEN DISTINGHIN;62217;106.48;Appartement;4;62004
13528;5 ;RUE DAUMIER;62000;64.05;Appartement;3;62041
13529;1 ;RUE AIME CESAIRE;62210;54.11;Appartement;3;62065
13530;53 ;PL GRAND PLACE;62000;74.04;Appartement;3;62041
13531;4 ;RUE DE LA MALTERIE;62223;40.16;Appartement;2;62744
13532;79 ;RUE D AMIENS;62000;62.7;Appartement;2;62041
13533;18 ;AV FERNAND LOBBEDEZ;62000;19.54;Appartement;1;62041
13534;16 T;RUE OZANAM;62000;18.01;Appartement;1;62041
13535;28 ;RUE DU 11 NOVEMBRE;62580;121.1;Appartement;1;62609
13536;19 ;RUE DES MANOIRS;62690;79.14;Appartement;3;62785
13537;17 ;PL QUINCAILLE;62000;32.33;Appartement;2;62041
13538;16 ;RUE ROBESPIERRE;62217;47.41;Appartement;2;62099
13539;2 ;RUE PAUL DOUMER;62118;55.19;Appartement;3;62128
13540;2 ;RUE PAUL DOUMER;62118;36.49;Appartement;1;62128
13541;32 ;RUE DE TURENNE;62000;24.21;Appartement;1;62041
13542;31 ;RUE D AMIENS;62000;60.8;Appartement;2;62041
13543;1 ;RUE AIME CESAIRE;62210;60.5;Appartement;3;62065
13544;9 ;RUE EMILE DIDIER;62000;28.26;Appartement;2;62041
13545;32 ;RUE DE TURENNE;62000;20.97;Appartement;1;62041
13546;6 ;RUE DES BALANCES;62000;215.53;Maison;4;62041
13547;59 ;RUE DE L ABBE LEMIRE;62000;29.38;Appartement;1;62041
13548;61 ;RUE SAINT AUBERT;62000;56.89;Appartement;2;62041
13549;36 ;RUE J B DELAPORTE;62000;19.23;Appartement;1;62041
13550;31 ;RUE D AMIENS;62000;56.35;Appartement;2;62041
13551;19 ;RUE DES FOURS;62000;27.79;Appartement;2;62041
13552;62 ;RUE GRASSIN BALEDANS;62000;17.72;Appartement;1;62041
13553;10 ;RUE DU VINGT NEUF JUILLET;62000;27.9;Appartement;1;62041
13554;855 ;RUE DE L HORLOGERIE;62400;12.78;Appartement;1;62119
13555;5008 F;RES LE ZEPHIR;62460;49.06;Appartement;2;62270
13556;74 ;RUE ARTHUR LAMENDIN;62400;35.47;Appartement;2;62119
13557;104 ;PL DU MARECHAL JOFFRE;62400;38.78;Appartement;2;62119
13558;153 ;RUE D ABLAIN SAINT NAZAIRE;62400;42.5;Appartement;2;62119
13559;38 B;RUE DU 4 SEPTEMBRE 1944;62196;112.62;Maison;4;62445
13560;153 ;RUE D ABLAIN SAINT NAZAIRE;62400;37.98;Appartement;2;62119
13561;159 ;RTE NATIONALE;62660;16.46;Appartement;1;62126
13562;74 ;RUE ARTHUR LAMENDIN;62400;54.19;Appartement;3;62119
13563;855 ;RUE DE L HORLOGERIE;62400;21.72;Appartement;1;62119
13564;190 B;RTE NATIONALE;62660;62.51;Appartement;3;62126
13565;11 ;RUE DU 8 MAI;62330;52.93;Appartement;2;62575
13566;10 ;PL MARMOTTAN;62400;55.59;Appartement;3;62119
13567;125 ;RUE EMILE ZOLA;62400;54.72;Appartement;2;62119
13568;114 ;RUE RAOUL FOLLEREAU;62400;43.74;Appartement;2;62119
13569;24 ;RUE DES LOMBARDS;62160;117.94;Appartement;2;62019
13570;11 ;CHE DE VERMELLES;62440;44.9;Appartement;2;62413
13571; 0;SEN DES MULETS;62220;94.87;Appartement;4;62215
13572;5005 F;RES L'ARTESIENNE;62640;47.05;Appartement;2;62587
13573;2 ;RUE DES ERABLES;62410;43.15;Appartement;2;62895
13574;5005 F;RES L'ARTESIENNE;62640;48.6;Appartement;2;62587
13575;27 ;RUE DU 14 JUILLET;62300;24.11;Appartement;1;62498
13576;200 ;PL DE LA REPUBLIQUE;62750;68.49;Appartement;2;62528
13577;3 ;RUE DU CIMETIERE;62640;56.67;Appartement;3;62587
13578; 0;RES DU POMMIER;62110;62.28;Appartement;3;62427
13579;24 ;RUE EDOUARD BOLLAERT;62300;30.95;Appartement;1;62498
13580;1 ;RUE SAINT EXUPERY;62930;87.68;Maison;4;62893
13581;150 ;BD DE LA MER;62152;71.74;Appartement;4;62604
13582;179 ;RTE DE SAINT OMER;62280;92.24;Appartement;4;62758
13583;155 D;AV RAYMOND POINCARE;62100;21.86;Appartement;1;62193
13584;4 ;RUE LATHAM;62179;48;Maison;2;62899
13585;13 ;RUE DE LA PORTE NEUVE;62200;40.02;Appartement;2;62160
13586;12 ;GPL GD PCE LOUIS LE SENECHAL;62250;28.3;Appartement;1;62560
13587;1 ; FRONT DE MER;62179;65.74;Appartement;3;62899
13588;1 ;RUE SAINT EXUPERY;62930;64.93;Appartement;4;62893
13589;4 ;PARC DES QUATRE MOULINS;62200;100.76;Appartement;5;62160
13590;1 ;RUE SAINT EXUPERY;62930;39.98;Appartement;2;62893
13591;34 ;RUE LOUIS GARNERAY;62100;74.41;Appartement;3;62193
13592;162 ;RTE DE SAINT OMER;62280;41;Appartement;3;62758
13593;2 ;RUE MUTINOT;62200;89.5;Appartement;4;62160
13594;9 ;RUE DES RELIGIEUSES ANGLAISES;62200;164.6;Maison;4;62160
13595;30 ;RUE MONSIGNY;62200;33.7;Appartement;2;62160
13596;67 ;RUE DE LA TOUR D ODRE;62200;67.36;Appartement;2;62160
13597;2 ;RUE DES ANGLAIS;62930;38.44;Appartement;3;62893
13598;44 ;RUE CARNOT;62930;54.37;Appartement;3;62893
13599;8 ;RUE DU FORT DE CROY;62930;55.72;Appartement;3;62893
13600;60 ;BD DE LA MER;62152;31.65;Appartement;1;62604
13601;25 ;RUE HIPPOLYTE DARRE;62200;93.63;Appartement;4;62160
13602;13 ;RUE JUBILIN;62100;35.9;Appartement;2;62193
13603;48 ;RUE DENEUVILLE;62100;29.64;Maison;2;62193
13604;8 ;BD LAFAYETTE;62100;32;Appartement;1;62193
13605;257 ;RUE GARIBALDI;62100;39.63;Appartement;2;62193
13606;29 ;RUE DE LA POMME D OR;62100;43;Appartement;2;62193
13607;15 ;BD GAMBETTA;62100;76.23;Appartement;3;62193
13608;1 ;RUE SAINT EXUPERY;62930;88.81;Maison;4;62893
13609;320 ;AV WINSTON CHURCHILL;62152;34.26;Appartement;1;62604
13610;99 ;RUE DE LA PAIX;62200;48.99;Appartement;3;62160
13611;121 ;RUE ALFRED DELCLUZE;62100;38.6;Appartement;2;62193
13612;201 ;RUE GARIBALDI;62100;36.45;Appartement;2;62193
13613;30 ;RUE DES ANGLAIS;62152;32.3;Appartement;2;62604
13614;15 ;BD GAMBETTA;62100;29;Appartement;1;62193
13615;99 ;GR GRANDE RUE;62200;40.92;Appartement;2;62160
13616;36 ;RUE DE LA REDOUTE;62200;32.01;Appartement;1;62160
13617;9001 ;RES APOLLO AV MARIANNE;62600;23.87;Appartement;1;62108
13618;63 ;AV SAINT LOUIS;62520;16.76;Appartement;1;62826
13619;486 ;AV FRANCOIS GODIN;62780;85.87;Maison;3;62261
13620;30 ;RUE D ETAPLES;62520;43.37;Appartement;2;62826
13621;61 ;RUE ROTHSCHILD;62600;32.84;Appartement;1;62108
13622;34 ;RUE PERROCHAUD;62600;58;Appartement;3;62108
13623;9 ;AV DE QUENTOVIC;62520;34.69;Appartement;2;62826
13624;3 ;AV DU GENERAL DE GAULLE;62600;131.24;Appartement;5;62108
13625;35 ;RES VILLA SYLVIA 35 R. RAISINS;62600;20.73;Appartement;1;62108
13626;63 ;RES ARCADIA ST JEAN ET POUGET;62520;89.15;Appartement;4;62826
13627;66 ;AV DE FLANDRE;62155;36;Appartement;2;62571
13628;6 ;DOM DU LAC ALL FLAMANTS ROSES;62155;27.72;Appartement;2;62571
13629;12 ;RUE COURBET;62155;28.65;Appartement;2;62571
13630;21 ;AV DU GENERAL DE GAULLE;62600;68.45;Appartement;3;62108
13631;116 ;RUE DE PARIS;62520;24.5;Appartement;1;62826
13632;3 ;RES LE GRAND LARGE;62520;21.91;Appartement;1;62826
13633;62 ;ESP PARMENTIER;62600;43.37;Appartement;2;62108
13634;52 ;RUE DE MOSCOU;62520;15.12;Appartement;1;62826
13635;65 ;RUE D ARRAS;62120;50.54;Appartement;3;62014
13636;48 ;RUE ALFRED ANDRE;62575;75.19;Maison;3;62139
13637;8 ;RUE DE GRAVELINES;62500;128.52;Appartement;4;62765
13638;5005 F;CASR DE LA BARRE;62500;88.02;Appartement;4;62765
13639;2 ;RUE DES PIPIERS;62500;77.06;Appartement;4;62765
13640;16 ;RUE LOUIS MARTEL;62500;114.38;Appartement;4;62765
13641;13 ;ALL DES BRUYERES;62219;18.89;Appartement;1;62525
13642;104 ;RUE DE CALAIS;62500;71.3;Appartement;3;62765
13643;3 ;RUE SAINTE BARBE;62500;22;Appartement;1;62765
13644;6 ;RUE MAURICE LINGLIN;62500;81.9;Appartement;3;62765
13645;1 ;PAS BUEIL;62500;26;Appartement;1;62765
13646;13 ;ALL DES BRUYERES;62219;18.76;Appartement;1;62525
13647;9001 ; R. LOUCHEUR RES.LES SPORTS;62510;65.5;Appartement;3;62040
13648;2 ;RUE DELACROIX JARDINS OPHELIE;62500;39.71;Appartement;2;62765
13649;4 ;RES LE CLOS VOLTAIRE RUE VOLTA;62510;71.89;Appartement;3;62040
13650;101 ;RUE DE DUNKERQUE;62500;66.9;Appartement;3;62765
13651;38 ;RUE DE COURTEVILLE;62500;53.4;Appartement;2;62765
13652;7 ;RUE DE L EUROPE RES FLEGARDS;62510;48.16;Appartement;2;62040
13653;31 ;RUE HIPPOLYTE GOMOT;63200;62.72;Appartement;2;63300
13654;35 ;RUE DE L HOTEL DE VILLE;63200;67.24;Appartement;3;63300
13655;29 ;RUE DU CHATEAU;63140;46.5;Appartement;3;63103
13656;4 ;RUE AMABLE FAUCON;63200;57.03;Appartement;2;63300
13657;5 ;AV DE PARIS;63200;71.58;Appartement;3;63300
13658;34 ;RUE DU SARDON;63140;37.99;Appartement;2;63103
13659;36 B;BD DESAIX;63200;116.47;Appartement;4;63300
13660;2 ;PL EUGENE ROUHER;63200;94.47;Appartement;4;63300
13661;2 ;AV DE BROCQUEVILLE;63140;18.99;Appartement;1;63103
13662;34 ;RUE DU COMMERCE;63200;36.68;Appartement;2;63300
13663;39 ;RUE DAURAT;63200;36.61;Appartement;1;63300
13664;27 ;FG DE LA BADE;63200;69.1;Appartement;3;63300
13665;18 ;RUE DE L HORLOGE;63200;67.02;Appartement;3;63300
13666;19 ;RUE DU DOCTEUR GUBLER;63140;40.9;Appartement;2;63103
13667;26 ;BD ETIENNE CLEMENTEL;63200;66.1;Appartement;3;63300
13668;29 ;RUE DE L HOTEL DE VILLE;63200;156.38;Appartement;7;63300
13669;38 ;BD DESAIX;63200;36.8;Appartement;2;63300
13670;3 ;AV DE CLERMONT;63200;59.48;Appartement;2;63300
13671;13 ;RUE HIPPOLYTE GOMOT;63200;38.21;Appartement;2;63300
13672;9 ;AV DES ETATS UNIS;63140;83.9;Appartement;3;63103
13673;2 ;RUE DE LA HARPE;63200;53.24;Appartement;3;63300
13674;20 ;AV DE VERDUN;63230;42;Appartement;1;63285
13675;2 ;AV DE BROCQUEVILLE;63140;44.35;Appartement;2;63103
13676;17 ;RUE MALOUET;63200;46.25;Appartement;2;63300
13677;8 ;RUE ANTOINE ARNAUD;63200;89.82;Appartement;4;63300
13678;42 ;AV BERANGER;63300;53.94;Appartement;3;63430
13679;16 ;CHE DES QUINZES;63500;66.45;Appartement;3;63178
13680;5010 ;AV DU DR ROUX ST NECTAIRE BA;63710;38.54;Appartement;1;63380
13681;316 ;RUE DE BIZALEIX;63500;58.03;Appartement;3;63178
13682;9 B;RTE DU CHAMBOURGUET;63610;35.9;Appartement;2;63038
13683;4 ;RUE DES CAVES;63114;140.2;Maison;5;63241
13684;5003 ; SUPER BESSE;63610;43.5;Appartement;2;63038
13685;52 B;RUE DE LAVAUR;63500;81.5;Maison;4;63178
13686;9 ;BD DE LA MANLIERE;63500;127.1;Appartement;4;63178
13687;15 ;RUE DU CHIEN;63500;56.5;Maison;3;63178
13688;5359 ; CHASTREIX SANCY;63680;32.25;Appartement;1;63098
13689;27 ;AV FOUCHET;64000;75.64;Appartement;3;64445
13690;34 ;AV DU LOUP;64000;74.31;Appartement;3;64445
13691;9 B;RUE PAUL ELUARD;64000;49.17;Appartement;2;64445
13692;4 ;AV GASTON LACOSTE;64000;22.2;Appartement;1;64445
13693;36 ;RTE DE BAYONNE;64140;29.57;Appartement;1;64129
13694;6 ;BD CHARLES DE GAULLE;64140;47.59;Appartement;2;64348
13695;3 ;RUE DE BOYRIE;64000;41.75;Appartement;2;64445
13696;14 ;AV ALBERT 1ER;64320;18.69;Appartement;1;64132
13697;30 ;RUE DU LYS;64121;80.03;Maison;4;64519
13698;22 ;RTE DE SAINT JACQUES;64450;90;Maison;4;64385
13699;8 ;RUE JEAN JACQUES ROUSSEAU;64140;48.54;Appartement;2;64129
13700;88 ;AV JEAN MERMOZ;64000;71.34;Appartement;3;64445
13701;5 ;RUE DU LYS;64140;74.64;Appartement;4;64129
13702;52 ;AV DE LONS;64140;71.26;Appartement;3;64129
13703;12 ;RUE D'ETIGNY;64000;112.57;Appartement;5;64445
13704;9 ;RUE LOUIS BARTHOU;64000;54.57;Appartement;3;64445
13705;23 ;RUE ROMAIN TRESARIEU;64110;68.69;Appartement;4;64284
13706;9016 ;AV DU STADE NAUTIQUE;64000;29.2;Appartement;1;64445
13707;21 ;RUE DU SOUST;64000;42.89;Appartement;2;64445
13708;4 ;AV MIRABELLE;64000;59.98;Appartement;3;64445
13709;42 ;RUE CASTETNAU;64000;25.65;Appartement;2;64445
13710;29 ;RUE SAINT MARC;64320;101.49;Maison;4;64269
13711;35 ;RUE DU COLONEL GLOXIN;64000;64.32;Appartement;3;64445
13712;19 ;ALL DU PIC D'ANIE;64140;44.97;Appartement;2;64348
13713;4 ;PL DARRALDE;64190;83.15;Appartement;3;64416
13714;1 ;RUE DE GUICHE;64000;6.6;Appartement;4;64445
13715;174 ;ALL DES CEDRES;64150;42.81;Appartement;2;64410
13716;2 ;RUE DE FOIX;64000;210.26;Appartement;7;64445
13717;110 ;BD D ALSACE LORRAINE;64000;90.44;Appartement;4;64445
13718;43 T;AV DU LOUP;64000;67.65;Appartement;3;64445
13719;26 ;AV FEDERICO GARCIA LORCA;64000;84.66;Appartement;4;64445
13720;44 ;RUE MARECHAL JOFFRE;64000;16.05;Appartement;2;64445
13721;4 ;AV DU DIX HUITIEME RI;64000;16.88;Appartement;1;64445
13722;10 ;BD CHAMPETIER DE RIBES;64000;91.24;Appartement;5;64445
13723;1 ;RUE RONSARD;64000;19.06;Appartement;1;64445
13724;28 ;RUE LOUIS DARAN;64110;73.87;Appartement;4;64284
13725;60 ;RUE DU LACAOU;64140;63.34;Appartement;3;64129
13726;7 ;AV DU PARC BEAUCHAMPS;64110;16.42;Appartement;4;64237
13727;1 ;RUE JEANNE D ARC;64000;77.08;Appartement;3;64445
13728;11 ;AV HENRI DUNANT;64000;72.6;Appartement;4;64445
13729;27 ;CHE DE L ENSOUREYADO;64230;81.43;Maison;4;64511
13730;9814 ;RTE DE LA LANDE;64230;103.69;Maison;4;64374
13731;33 ;BD BLERIOT;64140;70.03;Appartement;3;64348
13732;10 ;IMP DES CHAMPS;64300;60.28;Appartement;3;64497
13733;4 ;RUE DU CORPS FRANC POMMIES;64140;75.58;Appartement;4;64129
13734;9463 ;AV DES LAVANDIERES;64320;56.31;Appartement;3;64132
13735;5 ;RUE DE L ABBE LUDOVIC GAURIER;64000;76.87;Appartement;3;64445
13736;18 ;AV PIERRE MASSE;64000;22.76;Appartement;1;64445
13737;36 ;AV DU HUIT MAI;64300;47.95;Appartement;2;64430
13738;6 ;BD RECTEUR JEAN SARRAILH;64000;74.55;Appartement;5;64445
13739;5 ;RUE GASTON PHOEBUS;64150;58.56;Appartement;3;64410
13740;11 ;AV BARON SEGUIER;64140;90.45;Appartement;4;64129
13741;41 ;RUE DU GAVE;64110;49.49;Appartement;3;64284
13742;44 ;AV DE BUROS;64000;51.55;Appartement;2;64445
13743;7 ;RUE MANESCAU;64000;51.6;Appartement;3;64445
13744;55 ;RUE GENSEMIN;64140;68.1;Appartement;4;64129
13745;20 ;AV DU GENERAL DE GAULLE;64000;86.61;Appartement;3;64445
13746;17 ;RUE DUBOUE;64000;48.24;Appartement;3;64445
13747;94 ;BD D ALSACE LORRAINE;64000;54.8;Appartement;2;64445
13748;4 ;AV SAN CARLOS;64000;81.42;Appartement;4;64445
13749;37 ;RUE MONTPENSIER;64000;43.29;Appartement;2;64445
13750;110 ;BD D ALSACE LORRAINE;64000;75.03;Appartement;2;64445
13751;25 ;RUE GASTON PLANTE;64300;40.66;Appartement;2;64430
13752;76 ;RUE LAPEYRERE;64300;33.11;Appartement;2;64430
13753;45 ;AV DU LOUP;64000;85.24;Appartement;4;64445
13754;12 ;RUE D'ETIGNY;64000;116.81;Appartement;4;64445
13755;7 ;RUE DU CHANOINE LABORDE;64000;42.68;Appartement;2;64445
13756;17 ;RUE DE MEON;64000;64.5;Appartement;4;64445
13757;26 ;RUE CASTETNAU;64000;31.79;Appartement;2;64445
13758;42 ;RUE DE MEON;64000;75.65;Appartement;4;64445
13759;6 ;BD CHARLES DE GAULLE;64140;54.77;Appartement;3;64348
13760;31 ;RUE MICHEL HOUNAU;64000;48.4;Appartement;2;64445
13761;9001 ;RUE VICTOR HUGO;64320;68.79;Appartement;4;64132
13762;9197 ; CHEMIN DE LONS;64230;88.41;Maison;5;64335
13763;2 ;RUE DES ALLIES;64000;88.39;Appartement;4;64445
13764;73 ;AV DE MONTARDON;64000;34.34;Appartement;1;64445
13765;18 ;RUE BONADO;64000;30.59;Appartement;2;64445
13766;38 ;AV DU GENERAL LECLERC;64000;69.33;Appartement;4;64445
13767;1 ;AV DES DAMES DE ST MAUR;64000;19.6;Appartement;1;64445
13768;1 ;RUE DE LA REPUBLIQUE;64000;31.43;Appartement;2;64445
13769;6 ;RUE DU GYPAETE;64000;46;Appartement;2;64445
13770;2 ;RUE DU VIEUX BOURG;64110;41.13;Appartement;3;64467
13771;29 ;RUE DU GENERAL FOY;64300;33.56;Appartement;1;64430
13772;17 T;RUE JEANNE LASSANSAA;64140;60.69;Appartement;3;64129
13773;7 ;AV DU MOULIN;64140;55.74;Appartement;3;64348
13774;4 ;RUE DE BOYRIE;64000;27.12;Appartement;1;64445
13775;32 ;AV FEDERICO GARCIA LORCA;64000;85.68;Appartement;3;64445
13776;2 ;RUE OLYMPE DE GOUGES;64140;42.63;Appartement;2;64129
13777;9172 ;CHE DE FRANCOY;64160;56.73;Appartement;3;64405
13778;9002 ; PALAIS DES PYRENEES BLOC B;64000;25.38;Appartement;1;64445
13779;15 ;RTE DE BAYONNE;64140;12.2;Appartement;2;64129
13780;129 ;AV DU TONKIN;64140;76.24;Appartement;4;64348
13781;3 ;RUE DE LA CONCORDE;64320;76.23;Appartement;4;64132
13782;4 ;RUE DE BOYRIE;64000;27;Appartement;1;64445
13783;391 ;BD DU CAMI SALIE;64000;83.07;Appartement;3;64445
13784;186 ;BD DE LA PAIX;64000;88.46;Appartement;4;64445
13785;21 ;RUE PALASSOU;64000;67.04;Appartement;3;64445
13786;30 ;RUE SAINT EXUPERY;64000;70.98;Appartement;3;64445
13787;82 ;BD D ALSACE LORRAINE;64000;66.88;Appartement;4;64445
13788;52 ;BD CHAMPETIER DE RIBES;64000;22.72;Appartement;1;64445
13789;174 ;ALL DES CEDRES;64150;56.02;Appartement;3;64410
13790;84 ;RUE DU QUATORZE JUILLET;64000;42.22;Appartement;2;64445
13791;44 ;ALL DU BOIS DE LONS;64140;159.15;Maison;4;64348
13792;4 ;RUE DU COLONEL GLOXIN;64000;29.83;Appartement;2;64445
13793;7 ;RUE JEAN JOVE;64000;28.23;Appartement;1;64445
13794;9602 ;ZAC SAINT SIGISMOND;64300;38.73;Appartement;2;64430
13795;2 ;RUE LOUIS BARTHOU;64140;48.12;Appartement;2;64129
13796;7 ;IMP D OSSAU;64140;37.33;Appartement;2;64348
13797;2 ;RUE DE LONGCHAMP;64000;110.05;Maison;4;64445
13798;9 ;AV DE BUROS;64000;54.07;Appartement;3;64445
13799;11 ;RUE CARNOT;64000;26.39;Appartement;1;64445
13800;19 B;RUE SAMONZET;64000;205.17;Appartement;1;64445
13801;9 ;RUE ALEXANDER TAYLOR;64000;61.42;Appartement;3;64445
13802;5 ;RUE DU LYS;64140;74.32;Appartement;4;64129
13803;20 ;RUE TRAN;64000;62.38;Appartement;2;64445
13804;3 ;RUE EMILE GARET;64000;44.58;Appartement;2;64445
13805;11 ;AV HENRI DUNANT;64000;71.4;Appartement;4;64445
13806;14 ;PL PIERRE ET MARIE CURIE;64150;74.13;Appartement;4;64410
13807;2 ;RUE HENRI FAISANS;64000;134.4;Appartement;3;64445
13808;9142 ;RUE DES LANNES;64150;45.14;Appartement;2;64410
13809;1 ;RUE D'ELISA;64230;76.48;Maison;4;64198
13810;13 ;RUE ALFRED DE LASSENCE;64000;34.45;Appartement;2;64445
13811;9 ;AV DE BUROS;64000;69.21;Appartement;4;64445
13812;60 ;RUE DU LACAOU;64140;54;Appartement;3;64129
13813;9018 ;RUE DES CHASSEURS;64000;89.59;Maison;4;64445
13814;84 ;RUE DU QUATORZE JUILLET;64000;53.91;Appartement;3;64445
13815;5 B;RUE MULOT;64000;52.53;Appartement;3;64445
13816;9002 ;RUE DU LYS;64140;36.54;Appartement;1;64129
13817;4 ;RUE DEVERIA;64000;30.06;Appartement;1;64445
13818;2 ;RUE DE NOLIVOS;64000;65.17;Appartement;3;64445
13819;32 ;RUE RONSARD;64000;48.02;Appartement;3;64445
13820;317 ;BD DE LA PAIX;64000;99.53;Appartement;5;64445
13821;99 ;BD D ALSACE LORRAINE;64000;20.25;Appartement;1;64445
13822;3 ;RUE HENRI IV;64800;69.47;Appartement;3;64339
13823;15 ;ALL DU FRONTON;64400;65.35;Maison;3;64422
13824;2 ;PL DE LA HAUTE BIELLE;64260;95.48;Appartement;3;64463
13825;2 ;RUE DE LA CASCADE;64440;78.56;Appartement;2;64204
13826;10 ;IMP DE LA PASSERELLE;64400;72.52;Maison;4;64409
13827;33 ;RUE LOUIS BARTHOU;64440;46.97;Appartement;1;64204
13828;4 ;LOT BELLEVUE;64440;67.02;Maison;4;64320
13829;17 ;RUE LEON GAMBETTA;64800;83.1;Appartement;3;64417
13830;7 ;ALL DU FRONTON;64400;62.73;Maison;3;64422
13831;9179 ; GOURETTE;64440;42.46;Appartement;2;64204
13832;49 ;RUE DU PORT;64440;64.46;Appartement;2;64320
13833;14 ;AV CASTELLANE;64440;35.47;Appartement;1;64204
13834;12 ;RUE MAYTIE;64400;41.96;Appartement;2;64422
13835;8 ;RUE MAYTIE;64400;70;Appartement;3;64422
13836;9001 ;PL EUGENIE;64440;16.82;Appartement;1;64204
13837;514 ;RTE DE LYS;64260;40.58;Appartement;2;64522
13838;43 ;RUE LOUIS BARTHOU;64400;42.2;Appartement;2;64422
13839;9148 ;RES LE MAILHNE;64570;20.99;Appartement;1;64040
13840;2 ;ALL DE LA GRAVIERE;64100;54.68;Appartement;2;64102
13841;5 ;AV GENERAL MAC CROSKEY;64200;68.03;Appartement;2;64122
13842;9001 ;RES JOUANETOTTE;64600;84.26;Appartement;4;64024
13843;4 ;AV DU ONZE NOVEMBRE 1918;64100;37.51;Appartement;1;64102
13844;80 ; KIROLETAKO ATEKAMOTZA;64480;63.77;Appartement;3;64547
13845;35 ;RUE TOURASSE;64500;82.32;Appartement;4;64483
13846;15 ;RUE DU FORT;64130;79.95;Appartement;3;64371
13847;7 ;AV DES MIMOSAS;64700;64.11;Appartement;3;64260
13848;2 ;RUE ERMEND BONNAL;64100;27.82;Appartement;2;64102
13849;9001 ;RES DU CLOS ST MARTIN;64200;81.15;Appartement;4;64122
13850;9 ;BD THIERS;64500;107.49;Appartement;5;64483
13851;2 ;AV DES MAGNOLIAS;64700;40.7;Appartement;1;64260
13852;9001 ;RES OLDARRA;64200;62.76;Appartement;3;64122
13853;6 ;AV ANDENIA;64500;44.5;Appartement;2;64483
13854;1 ;AV LAHONTINE;64200;29.02;Appartement;2;64122
13855;3 ;AV DE LA REINE VICTORIA;64200;26.24;Appartement;1;64122
13856;8 ;RUE PANNECAU;64100;61.21;Appartement;3;64102
13857;95 ;CHE LANDABOURE;64990;77.57;Appartement;4;64304
